,goodreads_book_id,original_title,book_id,tag_concat
9089,18081809,Landline,813,fiction romance contemporary adult chick-lit
9090,18089551,0,7461,romance kindle contemporary series contemporary-romance
9091,18089900,The Serpent of Venice,9938,humor fiction fantasy historical-fiction comedy
9092,18089975,After I'm Gone,8900,mystery fiction audio mysteries audiobook
9093,18090061,0,7166,romance chick-lit fiction contemporary-romance audio
9094,18090147,The Enchanted,8326,fiction mystery magical-realism book-club to-buy
9095,18090150,El juego de Ripper,8335,mystery fiction thriller audio crime
9096,18104607,Beautiful Oblivion,2692,romance series contemporary-romance new-adult jamie-mcguire
9097,18105011,0,6303,new-adult romance sports college contemporary
9098,18107951,Midnight Crossroad,7286,mystery fantasy paranormal urban-fantasy fiction
9099,18108281,The King,3927,paranormal romance paranormal-romance vampires read-in-2014
9100,18108795,High Heat,8299,lee-child jack-reacher thriller fiction mystery
9101,18108877,Time's Twisted Arrow ,4623,time-travel young-adult science-fiction kindle sci-fi
9102,18110808,0,8991,romance new-adult series high-school young-adult
9103,18111281,A Long Way Home,8353,non-fiction memoir biography india nonfiction
9104,18114057,Influx,7237,science-fiction sci-fi fiction thriller scifi
9105,18114060,Missing Υou,3155,harlan-coben fiction mystery crime thriller
9106,18114068,Redeployment,5031,short-stories fiction war military non-fiction
9107,18114142,0,4988,historical-fiction book-club fiction historical kindle
9108,18115061,0,5866,read-in-2014 samantha-young kindle funny 5-stars
9109,18126198,Four: A Divergent Collection,1045,fiction series dystopia short-stories young-adult
9110,18127101,Uganda Be Kidding Me,6748,non-fiction humor memoir nonfiction comedy
9111,18129852,Rival,8642,romance series contemporary young-adult contemporary-romance
9112,18134249,Ruin,4442,new-adult romance contemporary college kindle
9113,18134894,0,7125,dark bdsm erotica romance new-adult
9114,18138189,Tower Lord,3474,epic-fantasy fantasy fiction high-fantasy series
9115,18138755,0,7051,romance series erotica contemporary-romance contemporary
9116,18140047,Love Letters to the Dead,2838,contemporary ya romance young-adult fiction
9117,18142329,"Politi (Harry Hole, #10)",5289,crime mystery fiction jo-nesbo scandinavian
9118,18143905,The Opposite of Loneliness,3432,non-fiction short-stories nonfiction essays fiction
9119,18143968,I've Got You Under My Skin,8981,mary-higgins-clark mystery fiction suspense mystery-suspense
9120,18143977,0,143,historical-fiction fiction book-club historical war
9121,18144053,The Museum of Extraordinary Things,2899,historical-fiction fiction book-club fantasy historical
9122,18144115,0,2583,fiction chick-lit book-club read-in-2014 jennifer-weiner
9123,18144124,I Am Pilgrim,1328,fiction book-club mystery-thriller thrillers suspense
9124,18149927,Beneath This Man ,1673,romance erotica series alpha-male bdsm
9125,18161265,How to Fall in Love,9131,romance chick-lit fiction contemporary cecelia-ahern
9126,18163646,Falling Into Place,8119,young-adult contemporary ya realistic-fiction fiction
9127,18166936,The Strange and Beautiful Sorrows of Ava Lavender,6947,young-adult fantasy magical-realism ya fiction
9128,18167006,Delicious!,5011,food book-club fiction audio audiobook
9129,18170039,The Guard,4195,young-adult dystopian romance dystopia ya
9130,18170134,NYPD Red 2,7643,james-patterson mystery fiction crime patterson
9131,18170143,An Astronaut’s Guide to Life on Earth,3270,non-fiction science biography nonfiction memoir
9132,18172471,The Selection Stories: The Prince & The Guard,5712,young-adult dystopian romance ya dystopia
9133,18176747,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,4953,entrepreneurship business management non-fiction leadership
9134,18189606,Since You've Been Gone,2161,contemporary young-adult ya romance to-buy
9135,18191814,0,8426,vampires paranormal young-adult vampire romance
9136,18209290,Astonish Me,6707,fiction book-club ballet dance kindle
9137,18209454,The Thousand-Dollar Tan Line,3559,mystery crime read-in-2014 contemporary series
9138,18209468,The Weight of Blood,6161,mystery fiction thriller mystery-thriller suspense
9139,18210706,Broken Homes,5956,fantasy urban-fantasy mystery crime fiction
9140,18211536,"Rush Too Far (Too Far, #4)",6700,new-adult romance abbi-glines series contemporary
9141,18213403,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",8943,non-fiction politics nonfiction history technology
9142,18214414,The Silkworm,695,mystery fiction series crime audiobook
9143,18221931,Carter Reed,7136,romance new-adult mafia contemporary contemporary-romance
9144,18222699,Graduation Day,6805,dystopian young-adult ya dystopia science-fiction
9145,18225810,Sisters,4457,graphic-novels graphic-novel middle-grade young-adult comics
9146,18228202,Bridge to Haven,6957,christian-fiction christian fiction historical-fiction romance
9147,18232495,The Auschwitz Escape,9294,historical-fiction fiction holocaust wwii history
9148,18243700,The Assassin's Blade,2629,fantasy young-adult ya romance series
9149,18243828,0,9706,romance new-adult kindle contemporary-romance series
9150,18244799,Hardwired,4569,romance erotica series contemporary-romance contemporary
9151,18246727,Mud Vein,8395,dark romance kindle new-adult contemporary
9152,18263725,The Crossover,5476,poetry young-adult sports realistic-fiction middle-grade
9153,18271235,We Are Called to Rise,9787,fiction book-club contemporary kindle read-in-2015
9154,18282800,0,4300,fiction kindle romance chick-lit kindle-unlimited
9155,18282915,The Chase,6912,mystery janet-evanovich fiction series humor
9156,18285151,0,6657,new-adult romance contemporary series young-adult
9157,18293427,The Storied Life of A.J. Fikry,678,fiction book-club contemporary books-about-books adult
9158,18295852,The Geography of You and Me,5105,young-adult romance contemporary ya read-in-2014
9159,18295858,Frog Music,5776,historical-fiction fiction mystery book-club historical
9160,18296030,Don't Look Back,6705,young-adult mystery contemporary ya romance
9161,18297707,Tangled,1658,romance contemporary contemporary-romance new-adult funny
9162,18298225,On the Fence,4143,young-adult romance contemporary ya fiction
9163,18301124,Making Faces,4109,romance contemporary young-adult contemporary-romance military
9164,18302455,The Circle,807,fiction science-fiction book-club dystopia sci-fi
9165,18304322,Dumplin',5900,young-adult ya contemporary romance fiction
9166,18310201,The Painter,9042,fiction literary-fiction art contemporary contemporary-fiction
9167,18310944,The Sandman: Overture,1904,graphic-novels fantasy comics graphic-novel fiction
9168,18316089,Lucky Us,7441,fiction historical-fiction book-club audio library
9169,18323154,المرحوم,8447,روايات novels arabic حسن-كمال روايات-عربية
9170,18331807,0,5746,romance new-adult contemporary young-adult series
9171,18335634,Clockwork Princess,460,fantasy young-adult romance ya paranormal
9172,18336965,My Heart and Other Black Holes,5279,young-adult contemporary ya romance to-buy
9173,18337259,A Song of Ice and Fire Graphic Novels,5344,fantasy comics graphic-novels graphic-novel fiction
9174,18339630,All My Puny Sorrows,7140,fiction canadian book-club contemporary canada
9175,18339743,Bittersweet,7141,fiction mystery kindle read-in-2014 contemporary
9176,18340482,0,8089,romance alpha-male contemporary-romance series new-adult
9177,18341046,Until November,5272,new-adult contemporary-romance contemporary alpha-male series
9178,18342283,Command Authority,9797,fiction tom-clancy jack-ryan thriller clancy
9179,18353714,The Target,3784,david-baldacci thriller fiction mystery baldacci
9180,18363068,0,5706,حبيبتي-بكماء روايات novels روايات-عربية arabic
9181,18367581,Afterworlds,9882,fantasy ya contemporary paranormal romance
9182,18373214,Kakerlakkene,5043,crime mystery fiction thriller jo-nesbo
9183,18387597,2 ضباط,8263,روايات novels arabic عصام-يوسف pdf
9184,18404093,Save the Date,8304,chick-lit romance fiction mary-kay-andrews audio
9185,18404248,That Night,8938,mystery fiction thriller suspense mystery-thriller
9186,18404285,Be Careful What You Wish For,5222,fiction historical-fiction jeffrey-archer kindle series
9187,18404427,China Dolls,4313,historical-fiction fiction book-club historical china
9188,18405221,Queen of Fire,7225,fantasy epic-fantasy fiction high-fantasy audiobook
9189,18428067,A Constellation of Vital Phenomena,2775,book-club fiction historical-fiction war russia
9190,18453074,To rise again at a decent hour,7261,fiction first-reads abandoned book-club contemporary
9191,18453095,Unlucky 13,4923,james-patterson mystery fiction women-s-murder-club series
9192,18453110,The Three,9669,fiction horror mystery sci-fi library
9193,18460392,All the Bright Places,921,ya contemporary fiction read-in-2015 mental-illness
9194,18461986,Deep,6974,romance contemporary contemporary-romance series music
9195,18465566,This One Summer,4097,graphic-novels graphic-novel young-adult ya comics
9196,18465657,0,2046,chick-lit fiction romance read-in-2014 emily-giffin
9197,18465852,The Book of Unknown Americans,3955,fiction book-club contemporary audiobook audio
9198,18467802,Euphoria,1912,historical-fiction fiction book-club audiobook anthropology
9199,18467818,An Untamed State,8409,fiction contemporary literary-fiction book-club kindle
9200,18468559,Raw,5246,dark romance bdsm erotica contemporary
9201,18478222,Twelve Years a Slave,1512,non-fiction history biography classics memoir
9202,18498558,Bird Box,2915,horror fiction thriller dystopia dystopian
9203,18498569,The Miniaturist,1395,historical-fiction fiction historical mystery book-club
9204,18500665,End of Days,3816,young-adult fantasy angels dystopian paranormal
9205,18505784,The Pearl that Broke Its Shell,4491,fiction historical-fiction book-club afghanistan kindle
9206,18505796,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2752,non-fiction self-help nonfiction psychology memoir
9207,18505832,Natchez Burning,4420,fiction mystery thriller historical-fiction greg-iles
9208,18505836,0,7875,historical-fiction fiction kindle historical titanic
9209,18527947,Shadow Spell,4957,romance nora-roberts fantasy paranormal paranormal-romance
9210,18528190,Men Explain Things to Me,5820,non-fiction feminism essays nonfiction feminist
9211,18528454,A Beautiful Wedding,3192,romance new-adult contemporary jamie-mcguire novella
9212,18584855,Heartless,5259,fantasy young-adult ya retellings romance
9213,18593175,Finding Cinderella,3015,romance new-adult young-adult contemporary kindle
9214,18594409,Can't We Talk about Something More Pleasant?,4706,graphic-novels memoir graphic-novel non-fiction nonfiction
9215,18594594,Cop Town,8258,mystery thriller karin-slaughter crime fiction
9216,18594633,Zomerhuis met zwembad,6041,fiction mystery dutch contemporary thriller
9217,18594634,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",9680,non-fiction business self-help nonfiction personal-development
9218,18599754,Amy & Matthew,7757,young-adult ya contemporary romance realistic-fiction
9219,18602341,The Wicked Will Rise,7535,fantasy young-adult ya series retellings
9220,18607805,kindle paperwhite user's guide 2nd edition,1935,abandoned probably-not to-read-kindle nonfiction kindle
9221,18616975,Off to Be the Wizard,5186,fantasy fiction sci-fi science-fiction humor
9222,18630542,Seconds: A Graphic Novel,4184,graphic-novels comics graphic-novel fantasy fiction
9223,18635016,The One,506,young-adult romance dystopian ya dystopia
9224,18635039,The Hurricane Sisters ,8024,fiction chick-lit dorothea-benton-frank southern book-club
9225,18635113,Elizabeth Is Missing,2829,fiction mystery book-club contemporary kindle
9226,18635622,A Knight of the Seven Kingdoms,4006,fantasy fiction short-stories audiobook audiobooks
9227,18641982,The Vacationers,1866,fiction book-club contemporary read-in-2014 chick-lit
9228,18651980,Fourth of July Creek,7731,fiction literary-fiction kindle contemporary library
